Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
"Philadelphia, PA metro area",March 2014,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",3/1/2014,3/31/2014,,37964,Value,12478,0.097352915,-0.027511496,0.940391126,0.2%,-0.1%,1386,32.4%,-6.0%,10167,6.7%,-2.0%,82,7,2,121.527777778,0.050747863,0.002709053,169000,0.062893082,-0.005297234,104.965547173,0.034472654,-0.062599142,$149K,3.4%,-2.6%,7.3,-1.8,0.3,3223,53.3%,4.0%,1,0.420769231,0.041065696,-0.007199849,37964,1300,0.482326112,-0.086437105,30,0.171437002,0.037053800,-0.014333749,-1,-2,0.095238095,-0.016509756,-0.025521742
"Philadelphia, PA metro area",August 2018,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",8/1/2018,8/31/2018,,37964,Value,9518,-0.004809703,-0.180895009,0.974571854,0.1%,0.6%,2583,-0.4%,-0.7%,6742,0.5%,-22.0%,31,2,-8,138.804636438,-0.042779749,0.047037567,194900,-0.025012506,0.053513514,147.569444444,0.013924685,0.066881836,$206K,-0.7%,8.5%,2.6,0,-0.7,2882,0.5%,-0.3%,1,0.354900095,-0.001344289,0.044504780,37964,2102,-0.055705301,0.025866276,30,0.268169683,-0.004489828,0.052313201,-1,-2,0.215253581,-0.002556750,0.044165538
"Seattle, WA metro area",February 2012,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",2/1/2012,2/29/2012,,42644,Value,13533,0.001628303,-0.230117192,0.976575905,0.3%,0.8%,2282,19.5%,27.1%,9917,-3.9%,-31.3%,75,7,-13,156.891495601,0.026127699,-0.033635027,289990,0.028515694,0.016527912,141.581307378,0.002711091,-0.104281525,$260K,2.8%,-10.3%,4.3,-1.1,-3.7,3481,23.7%,-5.7%,1,0.469740634,0.097871655,0.061390993,42644,2082,0.337186898,0.358121331,30,0.273772310,-0.006599711,-0.004997943,-1,-2,0.184487292,0.002288339,0.012899548
"Seattle, WA metro area",June 2013,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",6/1/2013,6/30/2013,,42644,Value,12622,0.049472021,-0.055663624,1.008410862,0.0%,1.8%,4161,-3.9%,11.3%,8141,9.5%,-12.7%,12,1,-19,196.551724138,0.013233532,0.134384236,359950,-0.023829993,0.061799410,186.808669656,0.003136966,0.146622221,$350K,0.3%,12.9%,2,0.3,-0.5,5308,-6.0%,26.3%,1,0.612153038,-0.029016267,0.102090353,42644,3999,-0.025822168,0.319366546,30,0.231666871,-0.002590394,-0.017448030,-1,-2,0.433789954,-0.000852078,0.144062828
"Seattle, WA metro area",November 2016,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",11/1/2016,11/30/2016,,42644,Value,8426,-0.196529036,-0.027133126,1.005464829,-0.3%,0.2%,4134,-7.8%,30.6%,4544,-21.2%,-7.8%,15,2,-2,247.836254783,-0.018875033,0.112727022,444970,-0.026004159,0.112564071,250.917680535,0.015061973,0.121888857,$455K,2.8%,12.3%,1.1,-0.2,-0.5,2682,-25.3%,10.8%,1,0.507476933,-0.022829816,0.002118594,42644,3143,-0.228711656,0.052578701,30,0.259903169,-0.053128238,0.028166156,-1,-2,0.385341074,-0.032589345,0.030522749
"Washington, DC metro area",November 2012,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",11/1/2012,11/30/2012,,47894,Value,18833,-0.100620821,-0.202667231,0.984700861,0.1%,0.7%,4870,7.7%,23.7%,13646,-8.1%,-24.8%,33,-1,-23,168.711068038,-0.013807480,0.096720831,321000,-0.012307692,0.138297872,174.665199242,0.047991195,0.114957137,$330K,3.1%,11.9%,2.8,-0.5,-1.8,4198,-22.0%,-2.5%,1,0.398190045,-0.059365925,0.086172050,47894,3536,-0.175373134,0.136246787,30,0.195881577,-0.021828861,-0.035459651,-1,-2,0.224024641,0.001728688,0.035604123
"Washington, DC metro area",June 2014,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",6/1/2014,6/30/2014,,47894,Value,25239,-0.000396055,0.158177313,0.990503854,-0.1%,-0.5%,6583,9.3%,-4.9%,18541,7.8%,24.8%,19,0,4,193.097052846,-0.023318295,0.014180128,374900,-0.050886076,0.013517167,197.663971249,-0.010372359,0.023899371,$388K,3.5%,0.0%,2.8,-0.1,0.7,8251,-15.2%,9.3%,1,0.470238095,-0.040548064,-0.074910153,47894,5712,-0.173012885,-0.037735849,30,0.293188070,0.006609796,0.064987948,-1,-2,0.262798116,-0.008329229,-0.066732570
"Seattle, WA metro area",May 2018,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",5/1/2018,5/31/2018,,42644,Value,10719,0.278049362,0.093663912,1.041220754,-0.5%,-0.6%,4771,14.6%,-4.8%,5245,36.7%,26.3%,7,0,0,306.410256410,0.000186311,0.119317786,589000,0.024347826,0.126482573,317.982456140,-0.008539573,0.130604288,$585K,0.9%,14.7%,1.1,0.2,0.3,6911,29.0%,10.4%,1,0.772359254,-0.032146890,-0.025661273,42644,5311,0.208693673,-0.026576246,30,0.259294566,0.062316974,0.035360061,-1,-2,0.617271012,-0.018721299,-0.020598102
 National,July 2013,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,7/1/2013,7/31/2013,U.S.,1400,Value,2556724,0.017970864,-0.026507716,0.980319778,0.0%,0.9%,548218,4.2%,21.5%,1977923,1.6%,-6.0%,52,0,-16,119,-0.008210940,0.117966385,222035,-0.018111725,0.147342674,117,0.009852412,0.117098333,$220K,0.6%,14.6%,3.607912252,-0.092160660,-1.056138945,648261,0.0%,20.1%,1,0.310192428,-0.028587091,0.031247887,,398670,0.007685554,0.280682323,30,0.065448179,0.009082474,0.003693578,-1,11,0.244405575,-0.004595355,0.039009305
 National,January 2015,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,1/1/2015,1/31/2015,U.S.,1400,Value,2212949,0.001484819,0.035028141,0.967724552,-0.2%,-0.1%,309493,-30.6%,2.1%,1734776,0.2%,1.5%,76,8,1,126,0.072584967,0.037709948,231566,0.095255597,0.044223802,117,-0.019220294,0.050321192,$214K,-4.1%,6.4%,5.605209655,1.720151667,-0.035539385,510993,56.2%,7.9%,1,0.321051315,0.090593907,0.011495748,,249597,0.021962296,0.118366232,30,0.094783435,0.020213854,0.030615842,-1,11,0.166126225,-0.003249243,-0.017600791
"Washington, DC metro area",September 2017,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",9/1/2017,9/30/2017,,47894,Value,23326,-0.006093144,-0.036752560,0.990104715,-0.1%,0.1%,5785,-18.9%,-4.3%,16338,3.1%,-5.5%,29,2,-6,216.027490184,0.097218694,0.032705067,400000,0.079622132,0.032258065,196.688458817,-0.017431877,0.026738616,$369K,-5.1%,1.6%,2.8,0.6,-0.1,7645,4.6%,5.1%,1,0.470349159,0.025607924,0.033272298,47894,5413,-0.096327212,0.077857427,30,0.288162566,-0.002697208,0.027038918,-1,-2,0.237165082,-0.022405806,0.014667150
"Chicago, IL metro area",November 2014,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",11/1/2014,11/30/2014,,16984,Value,42517,-0.085478910,0.084257772,0.963033587,-0.2%,-0.5%,6154,-23.0%,-7.8%,33301,-7.8%,15.1%,54,4,4,117.2,-0.061906266,0.046525905,179900,-0.081674324,0.090964221,118.452380952,-0.020991071,0.061401263,$183K,-2.0%,7.8%,5.4,0.9,1.1,6796,-29.0%,-0.8%,1,0.269106999,-0.020065181,0.000556320,16984,4972,-0.197676295,-0.215029997,30,0.221584937,-0.076671359,0.017037912,-1,-2,0.180045499,0.003155163,-0.051161449
"Boston, MA metro area",November 2019,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",11/1/2019,11/30/2019,,14454,Value,13519,-0.185700518,-0.002508670,0.993308779,0.0%,0.0%,4023,-5.1%,-9.6%,8368,-22.4%,-3.8%,27,0,10,287.274220033,-0.035706329,0.035293888,480000,-0.085540103,0.002087683,279.411764706,0.004372019,0.025414049,$490K,1.0%,3.2%,2.1,-0.4,0.1,2793,-46.5%,-17.6%,1,0.178477690,-0.045790999,-0.176122529,14454,3810,-0.174431203,0.043263965,30,0.260157744,-0.085421624,-0.064710103,-1,-2,0.341536167,-0.019096356,-0.012237418
"Philadelphia, PA metro area",August 2016,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",8/1/2016,8/31/2016,,37964,Value,12528,0.020278524,-0.099417727,0.965997526,0.2%,0.8%,2463,3.2%,18.1%,9419,-6.4%,-16.8%,44,7,-7,121.572572411,-0.051026524,0.077943475,169000,-0.060589216,0.090322581,129.955947137,-0.023697784,0.003620186,$181K,-1.0%,4.3%,3.8,-0.4,-1.6,2692,3.3%,0.1%,1,0.326275787,0.009795157,0.033360256,37964,1842,0.209455023,0.254768392,30,0.195774498,0.003164982,-0.009294830,-1,-2,0.155095412,-0.008358067,0.017032133
"Seattle, WA metro area",April 2020,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",4/1/2020,4/30/2020,,42644,Value,7937,-0.051505736,-0.298851590,1.014561529,-0.2%,1.1%,2965,-19.8%,-28.3%,4711,9.1%,-24.6%,6,-1,-4,323.711309524,-0.023874610,0.004927966,599950,-0.032330906,0.001585977,334.455027987,0.008264579,0.066253730,$600K,1.7%,4.9%,1.6,0.4,0.1,3643,-28.4%,-34.8%,1,0.607549626,-0.207907787,-0.047107668,42644,3073,-0.192166141,-0.324912127,30,0.210783273,0.043113055,-0.064780817,-1,-2,0.493423272,0.031822406,0.126377542
"Los Angeles, CA metro area",February 2013,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",2/1/2013,2/28/2013,,31084,Value,16663,-0.002215569,-0.493602796,0.996238065,0.2%,2.0%,5193,-5.3%,-1.6%,9821,-2.0%,-59.5%,24,-6,-44,273.594873616,0.034638986,0.190479199,410000,0.027568922,0.209439528,246.548323471,0.034950985,0.170498270,$360K,5.9%,20.0%,1.9,0.100000000,-2.7,6801,-1.3%,-16.3%,1,0.603317452,0.056487343,0.214557762,31084,5667,0.085424248,0.098255814,30,0.168618267,-0.044933275,-0.047874031,-1,-2,0.398613518,0.020831687,0.135116644
"Los Angeles, CA metro area",April 2017,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",4/1/2017,4/30/2017,,31084,Value,24396,0.011023622,0.003455084,1.001354938,0.6%,0.5%,5976,-9.6%,-7.4%,16901,4.7%,3.9%,37,-5,2,395.495495495,0.002720903,0.066315570,599900,0.001502504,0.055418719,384.371029225,0.026533205,0.070053601,$560K,0.9%,5.7%,2.8,0.4,0.3,8407,-7.0%,-5.2%,1,0.353582040,-0.032068184,-0.050373609,31084,6058,0.006145159,-0.092298472,30,0.144843500,-0.012438294,-0.030657668,-1,-2,0.434571620,0.055980752,0.046939878
"Los Angeles, CA metro area",March 2019,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",3/1/2019,3/31/2019,,31084,Value,25865,0.091027966,0.153040300,0.989998979,0.2%,-1.3%,5380,38.1%,-15.7%,18805,2.8%,25.8%,51,-9,15,430.255043308,-0.014908602,0.026430746,660000,0,0.016949153,422.189686026,0.015191313,0.024584680,$620K,3.2%,3.0%,3.5,-1.2,1.2,7749,22.3%,-3.7%,1,0.269433326,-0.030536707,-0.078568697,31084,4747,0.422535211,-0.199629068,30,0.170646105,0.013522780,0.011272359,-1,-2,0.329368030,0.017429647,-0.118680865
"Los Angeles, CA metro area",February 2020,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",2/1/2020,2/29/2020,,31084,Value,19646,0.048010242,-0.171299616,0.995807373,0.4%,0.8%,4398,-2.9%,12.9%,13835,5.3%,-24.3%,48,-10,-12,458.076740881,0.005936523,0.048790628,699900,0.007050360,0.060454545,434.210526316,0.023369178,0.044096454,$635K,0.0%,5.7%,3.1,0.2,-1.6,6634,6.2%,4.7%,1,0.362444334,0.068830843,0.062474302,31084,4042,0.117500691,0.211267606,30,0.114781352,-0.013661808,-0.042341973,-1,-2,0.391996362,0.048356786,0.080057979
"Washington, DC metro area",September 2016,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",9/1/2016,9/30/2016,,47894,Value,24216,-0.009530042,-0.113421689,0.989111407,0.1%,0.3%,6045,-14.9%,7.1%,17283,0.9%,-15.3%,35,3,-5,209.186046512,0.113072144,0.043387817,387500,0.091856861,0.007016632,191.566242694,0.000957577,0.031380291,$363K,-3.2%,3.7%,2.9,0.5,-0.7,7277,7.6%,0.6%,1,0.437076862,0.014981064,0.033070184,47894,5022,-0.078363002,0.047996661,30,0.261123648,-0.012877754,-0.022217852,-1,-2,0.222497932,-0.014732967,0.015766311
"Chicago, IL metro area",July 2014,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",7/1/2014,7/31/2014,,16984,Value,47387,0.034357060,0.100334371,0.973790972,0.0%,-0.1%,9670,-0.6%,-5.3%,37351,5.5%,15.7%,33,1,-5,134.754857878,-0.021108831,0.053369593,219900,-0.043497173,0.062318841,134.375,0.007922631,0.079480488,$220K,0.0%,8.9%,3.9,0.3,0.7,12543,-7.1%,5.4%,1,0.339434724,-0.043643142,-0.036811647,16984,7430,-0.088902514,-0.062223905,30,0.300393564,0.016846899,0.054909443,-1,-2,0.206618407,-0.008166705,-0.040956786
"Chicago, IL metro area",March 2018,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",3/1/2018,3/31/2018,,16984,Value,37125,0.154384328,-0.066859369,0.973228144,0.4%,0.0%,7876,53.1%,-7.2%,25235,6.6%,-8.2%,48,-16,-2,162.980769231,-0.016136101,0.043616513,279900,-0.034494653,0.037050760,147.058823529,0.053277355,0.046070072,$245K,6.5%,4.3%,3.2,-1.4,0,13874,33.4%,-3.9%,1,0.513971496,-0.001400816,0.026701184,16984,8911,0.583614715,-0.013615231,30,0.229245096,0.054658014,-0.009208610,-1,-2,0.205180295,0.015018910,0.000846294
"Chicago, IL metro area",January 2019,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",1/1/2019,1/31/2019,,16984,Value,31167,-0.012327291,0.034898393,0.965571604,-0.1%,-0.2%,4694,-23.6%,-9.9%,23583,0.1%,6.6%,61,7,5,159.054250975,0.144946339,0.015190533,269900,0.255348837,0.038476337,140.371517028,-0.002454469,0.012110365,$225K,-1.7%,0.0%,5,1.2,0.8,7877,86.2%,-4.5%,1,0.385714286,0.130158730,-0.027112217,16984,4130,-0.002415459,-0.122956042,30,0.180129754,0.036223796,-0.002761234,-1,-2,0.162121858,-0.006443063,-0.015647388
"Boston, MA metro area",August 2012,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",8/1/2012,8/31/2012,,14454,Value,26221,-0.068128509,-0.121044516,0.972373265,0.0%,0.9%,5097,7.8%,25.4%,20140,-10.2%,-17.0%,102,7,-4,196.827495043,-0.013518012,0.013233714,325000,-0.021084337,0,207.855551272,-0.008463133,-0.002293354,$355K,-1.4%,1.4%,4,-0.7,-2,4137,-3.4%,-4.4%,1,0.054531779,0.009141708,8.290768230e-05,14454,2659,-0.057092199,0.177069500,30,0.177010924,0.010314527,-0.034444274,-1,-2,0.170492447,-0.014191285,0.058287722
"Boston, MA metro area",March 2013,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",3/1/2013,3/31/2013,,14454,Value,20414,0.153594033,-0.216503550,0.972856330,0.4%,1.2%,2831,36.0%,-2.0%,17173,13.1%,-23.6%,111,-15,-34,222.993827160,-0.003220441,0.026219084,379900,0.013336890,0.013066667,200.953582470,0.060189521,0.087273245,$325K,2.5%,6.6%,6.1,-1.2,-1.7,5547,39.1%,-22.1%,1,0.095448799,-0.003052272,-0.014130301,14454,1582,0.693790150,0.148040639,30,0.106155011,0.018293587,-0.058259003,-1,-2,0.209466620,0.029745332,0.072001246
"Boston, MA metro area",October 2013,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",10/1/2013,10/31/2013,,14454,Value,23809,-0.018307014,-0.015180344,0.983399995,-0.2%,1.2%,3907,-5.3%,13.7%,18613,-3.1%,-4.6%,79,-5,-25,220.779220779,-0.030696361,0.055815309,379900,-0.023393316,0.088538682,217.441442431,-0.004611007,0.096998518,$360K,-2.7%,10.8%,4.8,0.100000000,-0.9,4846,-16.5%,17.4%,1,0.049581006,-0.013399588,-0.020255547,14454,2864,0.048700110,0.418524022,30,0.194756353,0.002638896,0.005229274,-1,-2,0.272843614,-0.010134078,0.086634711
"Boston, MA metro area",February 2016,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",2/1/2016,2/29/2016,,14454,Value,11577,0.038109756,-0.183338036,0.980641118,0.0%,0.2%,2356,-23.4%,16.9%,7577,-1.0%,-24.3%,46,11,-62,243.114477387,0.009326449,0.018895366,429900,0.011767475,0.035903614,221.852237637,-0.025053421,0.014601548,$377K,-4.7%,2.3%,3.2,0.7,-1.8,3978,21.6%,66.4%,1,0.613375131,0.130437766,0.299157121,14454,2871,0.240172786,0.360663507,30,0.184373763,-0.012595934,0.101298376,-1,-2,0.233022071,-0.006652725,0.025081625
"Philadelphia, PA metro area",April 2015,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",4/1/2015,4/30/2015,,37964,Value,14100,0.066888620,0.043285239,0.949929580,0.4%,0.6%,1886,14.5%,16.4%,11228,5.0%,5.4%,67,-16,4,136.316452991,0.043473036,0.091137812,192000,0.037837838,0.072625698,111.390585699,0.024897088,0.014590042,$160K,5.3%,6.7%,6,-0.5,-0.6,3742,15.0%,2.0%,1,0.365468410,-0.005510861,-0.033255673,37964,1836,0.312365976,-0.023923445,30,0.214552903,0.037944826,-0.011038535,-1,-2,0.121951220,-0.002517512,0.007136405
"Philadelphia, PA metro area",June 2015,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",6/1/2015,6/30/2015,,37964,Value,14401,0.006007684,0.034183124,0.959209649,0.2%,0.4%,2612,26.7%,20.8%,11518,0.2%,-1.9%,41,-3,6,121.792918991,-0.060248720,0.031829610,165000,-0.083333333,-0.023668639,134.040279266,0.082528468,0.069187173,$190K,12.8%,9.1%,4.4,-1.2,-1,3177,-7.0%,4.3%,1,0.294247788,-0.040309108,-0.048456362,37964,1808,-0.051914001,0.210174029,30,0.238148984,0.018961370,-0.007551680,-1,-2,0.133614089,-0.000301486,0.010579861
"Philadelphia, PA metro area",December 2015,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",12/1/2015,12/31/2015,,37964,Value,12199,-0.071189280,-0.051547193,0.951623523,0.3%,0.5%,2030,28.4%,10.9%,9767,-8.4%,-7.3%,58,3,-9,96.948248311,-0.146286272,-0.009517708,129900,-0.139165010,0,116.887077067,0.064337612,0.081428530,$160K,5.3%,6.6%,4.8,-1.9,-1,1689,-25.3%,8.1%,1,0.259030837,-0.032894629,0.019834857,37964,1135,-0.118788820,0.140703518,30,0.136889526,-0.035375439,-0.002795424,-1,-2,0.125123153,-0.000114039,0.013162475
"Philadelphia, PA metro area",October 2016,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",10/1/2016,10/31/2016,,37964,Value,11992,0.001168809,-0.130510441,0.961418198,-0.2%,1.1%,2002,-5.2%,-1.0%,9451,-1.3%,-14.8%,48,0,-12,131.207875792,0.033160704,0.104428033,180000,0.029159520,0.091570649,122.250224014,-0.021753646,0.020523609,$170K,0.0%,3.1%,4.7,0.2,-0.8,2626,-5.6%,-0.3%,1,0.357976654,0.015799783,0.056813067,37964,1542,0.048979592,0.055441478,30,0.214263041,-0.006114869,-0.013329385,-1,-2,0.161838162,0.003619308,0.030779804
"Philadelphia, PA metro area",July 2017,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",7/1/2017,7/31/2017,,37964,Value,11618,-0.032236568,-0.053831745,0.973725644,0.2%,0.9%,2515,-20.8%,5.4%,8875,-0.7%,-11.8%,36,2,-1,133.854166667,-0.040941961,0.044841375,184888,-0.051856410,0.027726515,143.097752218,-0.028483657,0.075030852,$204K,-3.5%,11.6%,3.5,0.7,-0.7,2817,-12.5%,8.1%,1,0.281711666,-0.019784813,-0.034768965,37964,1963,-0.136003521,0.288903480,30,0.201802817,-0.020071484,0.009193301,-1,-2,0.202385686,-0.003663463,0.038932207
"Seattle, WA metro area",June 2016,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",6/1/2016,6/30/2016,,42644,Value,11554,0.053236098,-0.060955787,1.026313637,-0.5%,1.2%,5530,16.1%,6.8%,6055,15.6%,-13.3%,8,1,-2,244.736842105,0.009125897,0.102216882,449500,-0.001111111,0.083132530,252.068256539,0.020470479,0.131746515,$465K,5.7%,12.0%,1.1,0,-0.2,6345,6.6%,12.2%,1,0.690192308,-0.047000221,0.050472778,42644,5200,-0.038283706,0.072386059,30,0.269529315,0.023680870,0.002308922,-1,-2,0.533092224,-0.033357492,0.076054186
"Seattle, WA metro area",November 2017,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",11/1/2017,11/30/2017,,42644,Value,7589,-0.219960942,-0.099335390,1.012290879,-0.4%,0.7%,4104,-10.8%,-0.7%,3558,-25.9%,-21.7%,12,2,-3,283.661825726,-0.015937750,0.144553391,504950,-0.038172156,0.134795604,282.697896371,0.004118211,0.126655945,$525K,2.4%,15.4%,0.9,-0.1,-0.2,2807,-30.4%,4.7%,1,0.542939481,-0.025754212,0.035462548,42644,3470,-0.218468468,0.104040725,30,0.287802136,-0.040254519,0.027898967,-1,-2,0.432261209,-0.023490042,0.046920135
"Seattle, WA metro area",November 2018,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",11/1/2018,11/30/2018,,42644,Value,11144,-0.144151755,0.468441165,0.988355370,-0.3%,-2.4%,3350,-11.0%,-18.4%,7179,-15.7%,101.8%,28,7,16,299.520766773,-0.032422306,0.055907914,525000,-0.062416287,0.039706902,289.061369229,-0.049703683,0.022509799,$550K,0.0%,4.8%,2.1,-0.2,1.2,2636,-32.5%,-6.1%,1,0.296208531,-0.057181069,-0.246730950,42644,2954,-0.195752791,-0.148703170,30,0.358685054,-0.110673951,0.070882918,-1,-2,0.219402985,-0.034780282,-0.212858224
"Seattle, WA metro area",May 2020,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",5/1/2020,5/31/2020,,42644,Value,9337,0.176389064,-0.288555319,1.003984792,-1.1%,0.0%,2944,-0.7%,-38.9%,4662,-1.0%,-40.0%,9,3,0,336.627974703,0.039901804,0.066058981,625000,0.041753479,0.045325305,318.605760888,-0.047388336,0.002744802,$582K,-3.0%,-1.7%,1.6,0,0,4659,27.9%,-32.8%,1,0.625399726,0.017850100,-0.007195275,42644,4378,0.424666450,-0.110343426,30,0.292149292,0.081366019,-0.039210893,-1,-2,0.375339674,-0.118083598,-0.005968737
"Washington, DC metro area",May 2014,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",5/1/2014,5/31/2014,,47894,Value,25249,0.091376702,0.149929407,0.991530445,0.1%,-0.3%,6023,15.1%,-9.9%,17196,9.0%,18.9%,19,-4,5,197.707248698,0.017183781,0.016965544,395000,0,0.013080277,199.735701727,0.018761543,0.029623477,$375K,2.7%,1.1%,2.9,-0.1,0.7,9725,3.4%,7.9%,1,0.510786159,-0.050720803,-0.076775722,47894,6907,0.131367731,0.068533416,30,0.286578274,0.053010422,0.075931886,-1,-2,0.271127345,0.009468324,-0.054478398
"Boston, MA metro area",August 2015,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",8/1/2015,8/31/2015,,14454,Value,17139,-0.050944128,-0.308827681,0.995122088,-0.4%,0.6%,5759,-9.7%,11.2%,11879,-2.4%,-36.5%,16,4,-62,226.603905160,-0.020833332,0.036512921,387700,-0.030746365,0.020531719,239.285714286,-0.013848325,0.032229208,$421K,-0.9%,5.3%,2.1,0.2,-1.5,5076,-12.3%,18.8%,1,0.469532357,0.016435726,0.431886546,14454,4234,-0.145854347,0.122481442,30,0.278811348,-0.012256119,0.103513395,-1,-2,0.358916479,-0.024118956,0.064730657
"Boston, MA metro area",November 2018,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",11/1/2018,11/30/2018,,14454,Value,13553,-0.135870951,0.137187448,0.993361347,-0.3%,-0.4%,4452,4.8%,-0.9%,8702,-14.8%,20.4%,17,1,2,277.480842316,-0.016538872,0.052377457,479000,-0.032323232,0.064681040,272.486772487,0.016873996,0.043143480,$475K,1.0%,4.3%,2,-0.4,0.4,3389,-38.0%,-3.7%,1,0.354600219,-0.128967856,-0.080569959,14454,3652,-0.183545719,-0.013506213,30,0.324867846,-0.073075346,0.041287822,-1,-2,0.353773585,-0.033285239,-0.029934405
"Philadelphia, PA metro area",March 2013,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",3/1/2013,3/31/2013,,37964,Value,12831,0.058401386,-0.097298438,0.941310159,0.7%,1.0%,1474,20.7%,4.9%,10373,2.7%,-11.8%,80,-6,-14,121.199442120,0.030195258,0.003375857,169900,0.061875000,0.005920663,111.975091792,0.136417794,0.105087534,$154K,9.6%,11.6%,7,-1.3,-1.4,3099,24.5%,-0.7%,1,0.427969079,-0.015409040,0.059157198,37964,1423,0.365642994,0.174092409,30,0.185770751,0.029768374,-0.017783369,-1,-2,0.120759837,-0.000452284,0.021115709
"Seattle, WA metro area",March 2012,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",3/1/2012,3/31/2012,,42644,Value,13790,0.018990616,-0.254514002,0.980416890,0.4%,1.1%,2963,29.8%,11.1%,9493,-4.3%,-35.2%,69,-6,-19,162.371134021,0.034926293,0.015636892,314995,0.086227111,0.092784042,147.990335132,0.045267471,-0.081404249,$273K,4.9%,-5.9%,3.2,-1.1,-2.3,4130,18.6%,-7.3%,1,0.497356362,0.027615728,0.121700038,42644,2837,0.362632085,0.354176611,30,0.271147161,-0.002625149,-0.062322644,-1,-2,0.236584543,0.052097251,0.067169250
